date,amount,category,description
2023-10-30,451.5,Healthcare,Expense for Healthcare on 30-Oct
2023-10-30,638.5,Food,Expense for Food on 30-Oct
2023-10-31,274.04,Transport,Expense for Transport on 31-Oct
2023-10-31,623.54,Entertainment,Expense for Entertainment on 31-Oct
2023-10-31,168.9,Rent,Expense for Rent on 31-Oct
2023-11-01,14804.38,Rent,Expense for Rent on 01-Nov
2023-11-01,11537.83,Rent,Expense for Rent on 01-Nov
2023-11-01,18923.01,Rent,Expense for Rent on 01-Nov
2023-11-02,298.35,Utilities,Expense for Utilities on 02-Nov
2023-11-02,745.73,Entertainment,Expense for Entertainment on 02-Nov
2023-11-02,350.92,Transport,Expense for Transport on 02-Nov
2023-11-03,429.2,Food,Expense for Food on 03-Nov
2023-11-03,1081.34,Entertainment,Expense for Entertainment on 03-Nov
2023-11-03,797.58,Entertainment,Expense for Entertainment on 03-Nov
2023-11-04,1119.79,Food,Expense for Food on 04-Nov
2023-11-04,641.54,Entertainment,Expense for Entertainment on 04-Nov
2023-11-04,662.22,Food,Expense for Food on 04-Nov
2023-11-05,505.37,Entertainment,Expense for Entertainment on 05-Nov
2023-11-05,142.34,Entertainment,Expense for Entertainment on 05-Nov
2023-11-05,724.32,Education,Expense for Education on 05-Nov
2023-11-06,655.94,Food,Expense for Food on 06-Nov
2023-11-06,470.18,Rent,Expense for Rent on 06-Nov
2023-11-06,528.95,Healthcare,Expense for Healthcare on 06-Nov
2023-11-07,818.91,Utilities,Expense for Utilities on 07-Nov
2023-11-07,617.19,Transport,Expense for Transport on 07-Nov
2023-11-07,172.49,Healthcare,Expense for Healthcare on 07-Nov
2023-11-08,875.11,Transport,Expense for Transport on 08-Nov
2023-11-08,560.03,Education,Expense for Education on 08-Nov
2023-11-08,769.29,Entertainment,Expense for Entertainment on 08-Nov
2023-11-09,795.99,Entertainment,Expense for Entertainment on 09-Nov
2023-11-09,700.6,Transport,Expense for Transport on 09-Nov
2023-11-09,450.94,Entertainment,Expense for Entertainment on 09-Nov
2023-11-10,867.75,Entertainment,Expense for Entertainment on 10-Nov
2023-11-10,788.27,Entertainment,Expense for Entertainment on 10-Nov
2023-11-10,226.54,Entertainment,Expense for Entertainment on 10-Nov
2023-11-11,699.9,Food,Expense for Food on 11-Nov
2023-11-11,730.1,Food,Expense for Food on 11-Nov
2023-11-11,842.64,Entertainment,Expense for Entertainment on 11-Nov
2023-11-12,405.78,Transport,Expense for Transport on 12-Nov
2023-11-12,564.0,Education,Expense for Education on 12-Nov
2023-11-12,741.82,Transport,Expense for Transport on 12-Nov
2023-11-13,431.24,Entertainment,Expense for Entertainment on 13-Nov
2023-11-13,290.53,Healthcare,Expense for Healthcare on 13-Nov
2023-11-13,319.64,Healthcare,Expense for Healthcare on 13-Nov
2023-11-14,399.99,Healthcare,Expense for Healthcare on 14-Nov
2023-11-14,707.3,Education,Expense for Education on 14-Nov
2023-11-14,1028.01,Education,Expense for Education on 14-Nov
2023-11-15,369.04,Entertainment,Expense for Entertainment on 15-Nov
2023-11-15,532.99,Food,Expense for Food on 15-Nov
2023-11-15,355.87,Food,Expense for Food on 15-Nov
2023-11-16,798.38,Food,Expense for Food on 16-Nov
2023-11-16,399.83,Transport,Expense for Transport on 16-Nov
2023-11-16,427.8,Rent,Expense for Rent on 16-Nov
2023-11-17,451.56,Food,Expense for Food on 17-Nov
2023-11-17,361.33,Food,Expense for Food on 17-Nov
2023-11-17,619.1,Entertainment,Expense for Entertainment on 17-Nov
2023-11-18,639.11,Food,Expense for Food on 18-Nov
2023-11-18,820.06,Food,Expense for Food on 18-Nov
2023-11-18,657.02,Food,Expense for Food on 18-Nov
2023-11-19,626.7,Healthcare,Expense for Healthcare on 19-Nov
2023-11-19,329.93,Utilities,Expense for Utilities on 19-Nov
2023-11-19,684.27,Education,Expense for Education on 19-Nov
2023-11-20,6.06,Food,Expense for Food on 20-Nov
2023-11-20,1037.8,Rent,Expense for Rent on 20-Nov
2023-11-20,495.06,Entertainment,Expense for Entertainment on 20-Nov
2023-11-21,607.66,Entertainment,Expense for Entertainment on 21-Nov
2023-11-21,6.5,Entertainment,Expense for Entertainment on 21-Nov
2023-11-21,366.25,Utilities,Expense for Utilities on 21-Nov
2023-11-22,694.63,Rent,Expense for Rent on 22-Nov
2023-11-22,894.14,Healthcare,Expense for Healthcare on 22-Nov
2023-11-22,318.7,Healthcare,Expense for Healthcare on 22-Nov
2023-11-23,678.67,Transport,Expense for Transport on 23-Nov
2023-11-23,332.75,Transport,Expense for Transport on 23-Nov
2023-11-23,750.99,Transport,Expense for Transport on 23-Nov
2023-11-24,965.38,Entertainment,Expense for Entertainment on 24-Nov
2023-11-24,803.5,Food,Expense for Food on 24-Nov
2023-11-24,900.14,Food,Expense for Food on 24-Nov
2023-11-25,593.81,Entertainment,Expense for Entertainment on 25-Nov
2023-11-25,1121.87,Food,Expense for Food on 25-Nov
2023-11-25,902.84,Food,Expense for Food on 25-Nov
2023-11-26,758.21,Healthcare,Expense for Healthcare on 26-Nov
2023-11-26,680.87,Transport,Expense for Transport on 26-Nov
2023-11-26,589.97,Utilities,Expense for Utilities on 26-Nov
2023-11-27,269.36,Food,Expense for Food on 27-Nov
2023-11-27,580.92,Food,Expense for Food on 27-Nov
2023-11-27,656.64,Education,Expense for Education on 27-Nov
2023-11-28,310.2,Education,Expense for Education on 28-Nov
2023-11-28,624.21,Utilities,Expense for Utilities on 28-Nov
2023-11-28,764.88,Healthcare,Expense for Healthcare on 28-Nov
2023-11-29,248.74,Rent,Expense for Rent on 29-Nov
2023-11-29,710.73,Transport,Expense for Transport on 29-Nov
2023-11-29,522.22,Utilities,Expense for Utilities on 29-Nov
2023-11-30,253.84,Education,Expense for Education on 30-Nov
2023-11-30,641.41,Transport,Expense for Transport on 30-Nov
2023-11-30,490.48,Utilities,Expense for Utilities on 30-Nov
2023-12-01,15875.19,Rent,Expense for Rent on 01-Dec
2023-12-01,12489.17,Rent,Expense for Rent on 01-Dec
2023-12-01,13790.11,Rent,Expense for Rent on 01-Dec
2023-12-02,1146.51,Entertainment,Expense for Entertainment on 02-Dec
2023-12-02,1402.23,Entertainment,Expense for Entertainment on 02-Dec
2023-12-02,697.4,Entertainment,Expense for Entertainment on 02-Dec
2023-12-03,409.49,Education,Expense for Education on 03-Dec
2023-12-03,452.39,Food,Expense for Food on 03-Dec
2023-12-03,232.25,Utilities,Expense for Utilities on 03-Dec
2023-12-04,265.96,Education,Expense for Education on 04-Dec
2023-12-04,343.41,Rent,Expense for Rent on 04-Dec
2023-12-04,685.02,Rent,Expense for Rent on 04-Dec
2023-12-05,696.87,Food,Expense for Food on 05-Dec
2023-12-05,339.79,Rent,Expense for Rent on 05-Dec
2023-12-05,919.48,Healthcare,Expense for Healthcare on 05-Dec
2023-12-06,420.4,Food,Expense for Food on 06-Dec
2023-12-06,265.95,Rent,Expense for Rent on 06-Dec
2023-12-06,8.27,Food,Expense for Food on 06-Dec
2023-12-07,272.3,Education,Expense for Education on 07-Dec
2023-12-07,643.2,Food,Expense for Food on 07-Dec
2023-12-07,276.45,Transport,Expense for Transport on 07-Dec
2023-12-08,469.69,Food,Expense for Food on 08-Dec
2023-12-08,817.34,Entertainment,Expense for Entertainment on 08-Dec
2023-12-08,758.15,Food,Expense for Food on 08-Dec
2023-12-09,537.13,Entertainment,Expense for Entertainment on 09-Dec
2023-12-09,889.38,Food,Expense for Food on 09-Dec
2023-12-09,944.47,Food,Expense for Food on 09-Dec
2023-12-10,455.4,Utilities,Expense for Utilities on 10-Dec
2023-12-10,339.48,Healthcare,Expense for Healthcare on 10-Dec
2023-12-10,261.02,Education,Expense for Education on 10-Dec
2023-12-11,121.89,Rent,Expense for Rent on 11-Dec
2023-12-11,594.14,Education,Expense for Education on 11-Dec
2023-12-11,515.31,Entertainment,Expense for Entertainment on 11-Dec
2023-12-12,858.86,Education,Expense for Education on 12-Dec
2023-12-12,535.01,Education,Expense for Education on 12-Dec
2023-12-12,541.47,Education,Expense for Education on 12-Dec
2023-12-13,496.0,Education,Expense for Education on 13-Dec
2023-12-13,320.91,Transport,Expense for Transport on 13-Dec
2023-12-13,329.94,Rent,Expense for Rent on 13-Dec
2023-12-14,1035.95,Healthcare,Expense for Healthcare on 14-Dec
2023-12-14,189.95,Food,Expense for Food on 14-Dec
2023-12-14,316.29,Utilities,Expense for Utilities on 14-Dec
2023-12-15,770.02,Entertainment,Expense for Entertainment on 15-Dec
2023-12-15,838.54,Entertainment,Expense for Entertainment on 15-Dec
2023-12-15,941.53,Food,Expense for Food on 15-Dec
2023-12-16,121.61,Food,Expense for Food on 16-Dec
2023-12-16,1332.63,Entertainment,Expense for Entertainment on 16-Dec
2023-12-16,1402.14,Food,Expense for Food on 16-Dec
2023-12-17,261.79,Education,Expense for Education on 17-Dec
2023-12-17,238.99,Rent,Expense for Rent on 17-Dec
2023-12-17,484.85,Food,Expense for Food on 17-Dec
2023-12-18,182.52,Transport,Expense for Transport on 18-Dec
2023-12-18,774.48,Rent,Expense for Rent on 18-Dec
2023-12-18,824.75,Rent,Expense for Rent on 18-Dec
2023-12-19,530.92,Food,Expense for Food on 19-Dec
2023-12-19,122.43,Utilities,Expense for Utilities on 19-Dec
2023-12-19,920.67,Education,Expense for Education on 19-Dec
2023-12-20,909.37,Utilities,Expense for Utilities on 20-Dec
2023-12-20,430.0,Food,Expense for Food on 20-Dec
2023-12-20,789.35,Transport,Expense for Transport on 20-Dec
2023-12-21,372.45,Food,Expense for Food on 21-Dec
2023-12-21,86.75,Transport,Expense for Transport on 21-Dec
2023-12-21,321.4,Entertainment,Expense for Entertainment on 21-Dec
2023-12-22,1005.44,Food,Expense for Food on 22-Dec
2023-12-22,1092.9,Entertainment,Expense for Entertainment on 22-Dec
2023-12-22,844.6,Food,Expense for Food on 22-Dec
2023-12-23,349.08,Entertainment,Expense for Entertainment on 23-Dec
2023-12-23,741.2,Entertainment,Expense for Entertainment on 23-Dec
2023-12-23,856.96,Entertainment,Expense for Entertainment on 23-Dec
2023-12-24,924.15,Healthcare,Expense for Healthcare on 24-Dec
2023-12-24,342.66,Rent,Expense for Rent on 24-Dec
2023-12-24,912.9,Healthcare,Expense for Healthcare on 24-Dec
2023-12-25,541.81,Rent,Expense for Rent on 25-Dec
2023-12-25,368.95,Rent,Expense for Rent on 25-Dec
2023-12-25,974.39,Healthcare,Expense for Healthcare on 25-Dec
2023-12-26,687.77,Food,Expense for Food on 26-Dec
2023-12-26,49.06,Healthcare,Expense for Healthcare on 26-Dec
2023-12-26,247.25,Transport,Expense for Transport on 26-Dec
2023-12-27,472.79,Rent,Expense for Rent on 27-Dec
2023-12-27,394.19,Healthcare,Expense for Healthcare on 27-Dec
2023-12-27,203.5,Food,Expense for Food on 27-Dec
2023-12-28,736.35,Education,Expense for Education on 28-Dec
2023-12-28,668.39,Rent,Expense for Rent on 28-Dec
2023-12-28,107.26,Healthcare,Expense for Healthcare on 28-Dec
2023-12-29,333.22,Entertainment,Expense for Entertainment on 29-Dec
2023-12-29,490.98,Food,Expense for Food on 29-Dec
2023-12-29,447.01,Food,Expense for Food on 29-Dec
2023-12-30,584.1,Entertainment,Expense for Entertainment on 30-Dec
2023-12-30,1082.09,Food,Expense for Food on 30-Dec
2023-12-30,801.44,Entertainment,Expense for Entertainment on 30-Dec
2023-12-31,510.61,Transport,Expense for Transport on 31-Dec
2023-12-31,787.04,Healthcare,Expense for Healthcare on 31-Dec
2023-12-31,795.78,Food,Expense for Food on 31-Dec
2024-01-01,14248.76,Rent,Expense for Rent on 01-Jan
2024-01-01,16589.55,Rent,Expense for Rent on 01-Jan
2024-01-01,13743.7,Rent,Expense for Rent on 01-Jan
2024-01-02,518.92,Rent,Expense for Rent on 02-Jan
2024-01-02,312.75,Food,Expense for Food on 02-Jan
2024-01-02,426.33,Food,Expense for Food on 02-Jan
2024-01-03,511.99,Healthcare,Expense for Healthcare on 03-Jan
2024-01-03,610.19,Transport,Expense for Transport on 03-Jan
2024-01-03,1224.51,Transport,Expense for Transport on 03-Jan
2024-01-04,448.98,Transport,Expense for Transport on 04-Jan
2024-01-04,142.36,Rent,Expense for Rent on 04-Jan
2024-01-04,486.34,Utilities,Expense for Utilities on 04-Jan
2024-01-05,524.43,Entertainment,Expense for Entertainment on 05-Jan
2024-01-05,637.43,Entertainment,Expense for Entertainment on 05-Jan
2024-01-05,1126.75,Food,Expense for Food on 05-Jan
2024-01-06,766.86,Entertainment,Expense for Entertainment on 06-Jan
2024-01-06,1194.16,Food,Expense for Food on 06-Jan
2024-01-06,763.26,Food,Expense for Food on 06-Jan
2024-01-07,278.86,Entertainment,Expense for Entertainment on 07-Jan
2024-01-07,529.99,Utilities,Expense for Utilities on 07-Jan
2024-01-07,282.28,Healthcare,Expense for Healthcare on 07-Jan
2024-01-08,641.13,Education,Expense for Education on 08-Jan
2024-01-08,649.75,Healthcare,Expense for Healthcare on 08-Jan
2024-01-08,714.95,Entertainment,Expense for Entertainment on 08-Jan
2024-01-09,791.02,Education,Expense for Education on 09-Jan
2024-01-09,530.24,Rent,Expense for Rent on 09-Jan
2024-01-09,411.52,Utilities,Expense for Utilities on 09-Jan
2024-01-10,448.52,Entertainment,Expense for Entertainment on 10-Jan
2024-01-10,724.43,Rent,Expense for Rent on 10-Jan
2024-01-10,882.45,Food,Expense for Food on 10-Jan
2024-01-11,888.34,Rent,Expense for Rent on 11-Jan
2024-01-11,615.05,Rent,Expense for Rent on 11-Jan
2024-01-11,451.67,Rent,Expense for Rent on 11-Jan
2024-01-12,962.31,Entertainment,Expense for Entertainment on 12-Jan
2024-01-12,1011.84,Food,Expense for Food on 12-Jan
2024-01-12,966.16,Food,Expense for Food on 12-Jan
2024-01-13,1251.97,Entertainment,Expense for Entertainment on 13-Jan
2024-01-13,912.41,Food,Expense for Food on 13-Jan
2024-01-13,651.95,Food,Expense for Food on 13-Jan
2024-01-14,168.13,Healthcare,Expense for Healthcare on 14-Jan
2024-01-14,103.51,Education,Expense for Education on 14-Jan
2024-01-14,158.01,Education,Expense for Education on 14-Jan
2024-01-15,744.99,Food,Expense for Food on 15-Jan
2024-01-15,583.61,Transport,Expense for Transport on 15-Jan
2024-01-15,275.19,Transport,Expense for Transport on 15-Jan
2024-01-16,538.29,Healthcare,Expense for Healthcare on 16-Jan
2024-01-16,621.1,Healthcare,Expense for Healthcare on 16-Jan
2024-01-16,394.87,Transport,Expense for Transport on 16-Jan
2024-01-17,836.81,Transport,Expense for Transport on 17-Jan
2024-01-17,386.4,Food,Expense for Food on 17-Jan
2024-01-17,669.91,Rent,Expense for Rent on 17-Jan
2024-01-18,435.22,Transport,Expense for Transport on 18-Jan
2024-01-18,246.52,Education,Expense for Education on 18-Jan
2024-01-18,16.65,Entertainment,Expense for Entertainment on 18-Jan
2024-01-19,436.7,Food,Expense for Food on 19-Jan
2024-01-19,1227.7,Food,Expense for Food on 19-Jan
2024-01-19,214.92,Entertainment,Expense for Entertainment on 19-Jan
2024-01-20,693.14,Food,Expense for Food on 20-Jan
2024-01-20,1236.57,Food,Expense for Food on 20-Jan
2024-01-20,1095.45,Food,Expense for Food on 20-Jan
2024-01-21,834.01,Education,Expense for Education on 21-Jan
2024-01-21,121.81,Utilities,Expense for Utilities on 21-Jan
2024-01-21,815.7,Rent,Expense for Rent on 21-Jan
2024-01-22,323.01,Education,Expense for Education on 22-Jan
2024-01-22,13.72,Rent,Expense for Rent on 22-Jan
2024-01-22,679.16,Entertainment,Expense for Entertainment on 22-Jan
2024-01-23,476.15,Entertainment,Expense for Entertainment on 23-Jan
2024-01-23,201.69,Utilities,Expense for Utilities on 23-Jan
2024-01-23,546.42,Entertainment,Expense for Entertainment on 23-Jan
2024-01-24,682.8,Food,Expense for Food on 24-Jan
2024-01-24,21.75,Utilities,Expense for Utilities on 24-Jan
2024-01-24,151.9,Education,Expense for Education on 24-Jan
2024-01-25,601.99,Entertainment,Expense for Entertainment on 25-Jan
2024-01-25,422.27,Healthcare,Expense for Healthcare on 25-Jan
2024-01-25,382.12,Utilities,Expense for Utilities on 25-Jan
2024-01-26,635.66,Entertainment,Expense for Entertainment on 26-Jan
2024-01-26,812.27,Food,Expense for Food on 26-Jan
2024-01-26,959.13,Entertainment,Expense for Entertainment on 26-Jan
2024-01-27,1272.29,Entertainment,Expense for Entertainment on 27-Jan
2024-01-27,650.48,Entertainment,Expense for Entertainment on 27-Jan
2024-01-27,505.25,Food,Expense for Food on 27-Jan
2024-01-28,341.71,Entertainment,Expense for Entertainment on 28-Jan
2024-01-28,610.3,Education,Expense for Education on 28-Jan
2024-01-28,214.0,Utilities,Expense for Utilities on 28-Jan
2024-01-29,298.71,Rent,Expense for Rent on 29-Jan
2024-01-29,417.92,Education,Expense for Education on 29-Jan
2024-01-29,914.15,Entertainment,Expense for Entertainment on 29-Jan
2024-01-30,379.11,Transport,Expense for Transport on 30-Jan
2024-01-30,1088.78,Entertainment,Expense for Entertainment on 30-Jan
2024-01-30,715.88,Utilities,Expense for Utilities on 30-Jan
2024-01-31,244.14,Entertainment,Expense for Entertainment on 31-Jan
2024-01-31,311.95,Healthcare,Expense for Healthcare on 31-Jan
2024-01-31,419.43,Transport,Expense for Transport on 31-Jan
2024-02-01,12817.28,Utilities,Expense for Utilities on 01-Feb
2024-02-01,14034.37,Rent,Expense for Rent on 01-Feb
2024-02-01,18399.17,Utilities,Expense for Utilities on 01-Feb
2024-02-02,1209.78,Entertainment,Expense for Entertainment on 02-Feb
2024-02-02,802.83,Food,Expense for Food on 02-Feb
2024-02-02,962.29,Entertainment,Expense for Entertainment on 02-Feb
2024-02-03,787.74,Entertainment,Expense for Entertainment on 03-Feb
2024-02-03,560.73,Food,Expense for Food on 03-Feb
2024-02-03,897.34,Entertainment,Expense for Entertainment on 03-Feb
2024-02-04,605.71,Food,Expense for Food on 04-Feb
2024-02-04,548.71,Rent,Expense for Rent on 04-Feb
2024-02-04,818.71,Transport,Expense for Transport on 04-Feb
2024-02-05,905.0,Education,Expense for Education on 05-Feb
2024-02-05,414.67,Rent,Expense for Rent on 05-Feb
2024-02-05,1135.87,Utilities,Expense for Utilities on 05-Feb
2024-02-06,722.4,Education,Expense for Education on 06-Feb
2024-02-06,137.34,Food,Expense for Food on 06-Feb
2024-02-06,872.45,Transport,Expense for Transport on 06-Feb
2024-02-07,643.05,Rent,Expense for Rent on 07-Feb
2024-02-07,561.06,Food,Expense for Food on 07-Feb
2024-02-07,467.82,Utilities,Expense for Utilities on 07-Feb
2024-02-08,875.58,Transport,Expense for Transport on 08-Feb
2024-02-08,112.46,Food,Expense for Food on 08-Feb
2024-02-08,456.33,Entertainment,Expense for Entertainment on 08-Feb
2024-02-09,961.18,Food,Expense for Food on 09-Feb
2024-02-09,656.19,Food,Expense for Food on 09-Feb
2024-02-09,749.3,Food,Expense for Food on 09-Feb
2024-02-10,998.19,Food,Expense for Food on 10-Feb
2024-02-10,976.9,Food,Expense for Food on 10-Feb
2024-02-10,986.4,Entertainment,Expense for Entertainment on 10-Feb
2024-02-11,303.69,Education,Expense for Education on 11-Feb
2024-02-11,164.12,Utilities,Expense for Utilities on 11-Feb
2024-02-11,616.56,Transport,Expense for Transport on 11-Feb
2024-02-12,1147.99,Food,Expense for Food on 12-Feb
2024-02-12,446.38,Utilities,Expense for Utilities on 12-Feb
2024-02-12,776.32,Education,Expense for Education on 12-Feb
2024-02-13,457.9,Food,Expense for Food on 13-Feb
2024-02-13,656.77,Utilities,Expense for Utilities on 13-Feb
2024-02-13,738.05,Education,Expense for Education on 13-Feb
2024-02-14,23.25,Utilities,Expense for Utilities on 14-Feb
2024-02-14,597.62,Entertainment,Expense for Entertainment on 14-Feb
2024-02-14,545.19,Utilities,Expense for Utilities on 14-Feb
2024-02-15,221.85,Utilities,Expense for Utilities on 15-Feb
2024-02-15,759.79,Education,Expense for Education on 15-Feb
2024-02-15,315.57,Healthcare,Expense for Healthcare on 15-Feb
2024-02-16,830.7,Food,Expense for Food on 16-Feb
2024-02-16,694.23,Entertainment,Expense for Entertainment on 16-Feb
2024-02-16,600.48,Entertainment,Expense for Entertainment on 16-Feb
2024-02-17,1010.75,Entertainment,Expense for Entertainment on 17-Feb
2024-02-17,1301.76,Entertainment,Expense for Entertainment on 17-Feb
2024-02-17,578.72,Entertainment,Expense for Entertainment on 17-Feb
2024-02-18,173.2,Healthcare,Expense for Healthcare on 18-Feb
2024-02-18,504.35,Food,Expense for Food on 18-Feb
2024-02-18,345.4,Utilities,Expense for Utilities on 18-Feb
2024-02-19,514.46,Utilities,Expense for Utilities on 19-Feb
2024-02-19,341.57,Utilities,Expense for Utilities on 19-Feb
2024-02-19,456.97,Education,Expense for Education on 19-Feb
2024-02-20,420.01,Food,Expense for Food on 20-Feb
2024-02-20,742.74,Utilities,Expense for Utilities on 20-Feb
2024-02-20,823.29,Healthcare,Expense for Healthcare on 20-Feb
2024-02-21,261.83,Education,Expense for Education on 21-Feb
2024-02-21,712.11,Healthcare,Expense for Healthcare on 21-Feb
2024-02-21,617.39,Transport,Expense for Transport on 21-Feb
2024-02-22,320.05,Transport,Expense for Transport on 22-Feb
2024-02-22,721.8,Healthcare,Expense for Healthcare on 22-Feb
2024-02-22,431.12,Healthcare,Expense for Healthcare on 22-Feb
2024-02-23,434.9,Food,Expense for Food on 23-Feb
2024-02-23,908.87,Food,Expense for Food on 23-Feb
2024-02-23,901.37,Entertainment,Expense for Entertainment on 23-Feb
2024-02-24,1030.5,Entertainment,Expense for Entertainment on 24-Feb
2024-02-24,827.43,Food,Expense for Food on 24-Feb
2024-02-24,1212.6,Entertainment,Expense for Entertainment on 24-Feb
2024-02-25,585.56,Transport,Expense for Transport on 25-Feb
2024-02-25,676.89,Entertainment,Expense for Entertainment on 25-Feb
2024-02-25,855.2,Healthcare,Expense for Healthcare on 25-Feb
2024-02-26,285.05,Food,Expense for Food on 26-Feb
2024-02-26,994.14,Rent,Expense for Rent on 26-Feb
2024-02-26,114.81,Food,Expense for Food on 26-Feb
2024-02-27,1018.71,Entertainment,Expense for Entertainment on 27-Feb
2024-02-27,308.13,Healthcare,Expense for Healthcare on 27-Feb
2024-02-27,657.63,Healthcare,Expense for Healthcare on 27-Feb
2024-02-28,794.77,Utilities,Expense for Utilities on 28-Feb
2024-02-28,564.21,Education,Expense for Education on 28-Feb
2024-02-28,634.16,Transport,Expense for Transport on 28-Feb
2024-02-29,782.74,Healthcare,Expense for Healthcare on 29-Feb
2024-02-29,356.3,Utilities,Expense for Utilities on 29-Feb
2024-02-29,560.9,Entertainment,Expense for Entertainment on 29-Feb
2024-03-01,13358.07,Rent,Expense for Rent on 01-Mar
2024-03-01,15056.42,Rent,Expense for Rent on 01-Mar
2024-03-01,15121.07,Rent,Expense for Rent on 01-Mar
2024-03-02,1104.59,Entertainment,Expense for Entertainment on 02-Mar
2024-03-02,417.66,Entertainment,Expense for Entertainment on 02-Mar
2024-03-02,1011.09,Entertainment,Expense for Entertainment on 02-Mar
2024-03-03,599.14,Food,Expense for Food on 03-Mar
2024-03-03,453.66,Food,Expense for Food on 03-Mar
2024-03-03,403.58,Rent,Expense for Rent on 03-Mar
2024-03-04,964.24,Entertainment,Expense for Entertainment on 04-Mar
2024-03-04,30.92,Education,Expense for Education on 04-Mar
2024-03-04,537.83,Transport,Expense for Transport on 04-Mar
2024-03-05,563.62,Rent,Expense for Rent on 05-Mar
2024-03-05,1005.98,Healthcare,Expense for Healthcare on 05-Mar
2024-03-05,521.42,Transport,Expense for Transport on 05-Mar
2024-03-06,659.31,Entertainment,Expense for Entertainment on 06-Mar
2024-03-06,834.85,Entertainment,Expense for Entertainment on 06-Mar
2024-03-06,171.67,Transport,Expense for Transport on 06-Mar
2024-03-07,642.87,Food,Expense for Food on 07-Mar
2024-03-07,657.28,Education,Expense for Education on 07-Mar
2024-03-07,492.56,Entertainment,Expense for Entertainment on 07-Mar
2024-03-08,978.08,Entertainment,Expense for Entertainment on 08-Mar
2024-03-08,786.53,Food,Expense for Food on 08-Mar
2024-03-08,849.88,Food,Expense for Food on 08-Mar
2024-03-09,787.69,Entertainment,Expense for Entertainment on 09-Mar
2024-03-09,975.58,Entertainment,Expense for Entertainment on 09-Mar
2024-03-09,1296.18,Food,Expense for Food on 09-Mar
2024-03-10,98.98,Healthcare,Expense for Healthcare on 10-Mar
2024-03-10,429.25,Entertainment,Expense for Entertainment on 10-Mar
2024-03-10,400.78,Entertainment,Expense for Entertainment on 10-Mar
2024-03-11,812.65,Healthcare,Expense for Healthcare on 11-Mar
2024-03-11,575.46,Food,Expense for Food on 11-Mar
2024-03-11,776.29,Entertainment,Expense for Entertainment on 11-Mar
2024-03-12,237.62,Transport,Expense for Transport on 12-Mar
2024-03-12,1028.35,Transport,Expense for Transport on 12-Mar
2024-03-12,505.97,Rent,Expense for Rent on 12-Mar
2024-03-13,190.01,Entertainment,Expense for Entertainment on 13-Mar
2024-03-13,386.65,Healthcare,Expense for Healthcare on 13-Mar
2024-03-13,416.16,Rent,Expense for Rent on 13-Mar
2024-03-14,544.88,Entertainment,Expense for Entertainment on 14-Mar
2024-03-14,753.69,Healthcare,Expense for Healthcare on 14-Mar
2024-03-14,590.24,Food,Expense for Food on 14-Mar
2024-03-15,1249.01,Entertainment,Expense for Entertainment on 15-Mar
2024-03-15,1142.28,Entertainment,Expense for Entertainment on 15-Mar
2024-03-15,862.73,Entertainment,Expense for Entertainment on 15-Mar
2024-03-16,1185.72,Food,Expense for Food on 16-Mar
2024-03-16,988.03,Food,Expense for Food on 16-Mar
2024-03-16,562.54,Entertainment,Expense for Entertainment on 16-Mar
2024-03-17,922.71,Utilities,Expense for Utilities on 17-Mar
2024-03-17,615.88,Utilities,Expense for Utilities on 17-Mar
2024-03-17,546.59,Entertainment,Expense for Entertainment on 17-Mar
2024-03-18,519.82,Healthcare,Expense for Healthcare on 18-Mar
2024-03-18,490.2,Food,Expense for Food on 18-Mar
2024-03-18,567.61,Utilities,Expense for Utilities on 18-Mar
2024-03-19,291.88,Education,Expense for Education on 19-Mar
2024-03-19,965.6,Entertainment,Expense for Entertainment on 19-Mar
2024-03-19,371.2,Education,Expense for Education on 19-Mar
2024-03-20,704.84,Education,Expense for Education on 20-Mar
2024-03-20,766.29,Healthcare,Expense for Healthcare on 20-Mar
2024-03-20,403.48,Healthcare,Expense for Healthcare on 20-Mar
2024-03-21,61.04,Transport,Expense for Transport on 21-Mar
2024-03-21,244.98,Food,Expense for Food on 21-Mar
2024-03-21,583.22,Education,Expense for Education on 21-Mar
2024-03-22,679.82,Entertainment,Expense for Entertainment on 22-Mar
2024-03-22,117.07,Entertainment,Expense for Entertainment on 22-Mar
2024-03-22,760.26,Entertainment,Expense for Entertainment on 22-Mar
2024-03-23,636.21,Food,Expense for Food on 23-Mar
2024-03-23,996.03,Entertainment,Expense for Entertainment on 23-Mar
2024-03-23,762.49,Food,Expense for Food on 23-Mar
2024-03-24,190.94,Entertainment,Expense for Entertainment on 24-Mar
2024-03-24,322.25,Utilities,Expense for Utilities on 24-Mar
2024-03-24,850.34,Rent,Expense for Rent on 24-Mar
2024-03-25,302.53,Food,Expense for Food on 25-Mar
2024-03-25,1154.32,Food,Expense for Food on 25-Mar
2024-03-25,6.75,Healthcare,Expense for Healthcare on 25-Mar
2024-03-26,610.03,Rent,Expense for Rent on 26-Mar
2024-03-26,405.54,Rent,Expense for Rent on 26-Mar
2024-03-26,838.59,Entertainment,Expense for Entertainment on 26-Mar
2024-03-27,423.24,Education,Expense for Education on 27-Mar
2024-03-27,640.87,Healthcare,Expense for Healthcare on 27-Mar
2024-03-27,254.48,Transport,Expense for Transport on 27-Mar
2024-03-28,877.85,Rent,Expense for Rent on 28-Mar
2024-03-28,419.54,Transport,Expense for Transport on 28-Mar
